Generated by http://statistics.gov.scot,2018-07-27T10:33:24+00:00
http://statistics.gov.scot/data/scottish-index-multiple-deprivation,Scottish Index of Multiple Deprivation 2004-2012
measure type,Decile
Reference Period,2004
Measure (cell values): ,Decile(Decile)

,,http://statistics.gov.scot/def/concept/simd-domain/access-to-services,http://statistics.gov.scot/def/concept/simd-domain/education-skills-and-training,http://statistics.gov.scot/def/concept/simd-domain/employment,http://statistics.gov.scot/def/concept/simd-domain/health,http://statistics.gov.scot/def/concept/simd-domain/housing,http://statistics.gov.scot/def/concept/simd-domain/income,http://statistics.gov.scot/def/concept/simd-domain/simd
http://statistics.gov.scot/id/statistical-geography/S01001263,S01001263,8,4,4,5,1,6,4
http://statistics.gov.scot/id/statistical-geography/S01001264,S01001264,3,5,7,3,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01001265,S01001265,4,4,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01001266,S01001266,5,5,7,7,4,8,7
http://statistics.gov.scot/id/statistical-geography/S01001267,S01001267,5,4,2,3,2,4,3
http://statistics.gov.scot/id/statistical-geography/S01001268,S01001268,3,6,8,7,7,10,8
http://statistics.gov.scot/id/statistical-geography/S01001269,S01001269,1,5,4,5,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01001270,S01001270,4,1,1,1,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01001271,S01001271,7,1,1,1,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01001272,S01001272,10,4,3,2,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01001273,S01001273,8,4,2,2,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01001274,S01001274,6,2,2,2,6,1,2
http://statistics.gov.scot/id/statistical-geography/S01001275,S01001275,7,5,2,2,7,2,2
http://statistics.gov.scot/id/statistical-geography/S01001276,S01001276,1,4,6,4,6,6,4
http://statistics.gov.scot/id/statistical-geography/S01001277,S01001277,8,3,2,2,8,3,2
http://statistics.gov.scot/id/statistical-geography/S01001278,S01001278,2,6,5,4,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01001279,S01001279,4,1,2,2,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01001280,S01001280,7,3,2,1,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001281,S01001281,6,2,2,1,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01001282,S01001282,4,3,4,4,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01001283,S01001283,3,4,4,3,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01001284,S01001284,2,4,3,3,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001285,S01001285,1,3,3,2,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01001286,S01001286,3,2,3,5,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01001287,S01001287,6,1,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001288,S01001288,7,2,3,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001289,S01001289,5,3,3,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01001290,S01001290,4,3,2,2,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01001291,S01001291,2,5,4,3,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01001292,S01001292,5,2,2,3,4,1,2
http://statistics.gov.scot/id/statistical-geography/S01001293,S01001293,5,4,2,2,6,3,3
http://statistics.gov.scot/id/statistical-geography/S01001294,S01001294,2,2,3,2,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01001295,S01001295,8,4,3,3,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001296,S01001296,6,4,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001297,S01001297,4,3,4,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01001298,S01001298,8,6,2,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001299,S01001299,7,2,3,3,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01001300,S01001300,1,7,6,8,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01001301,S01001301,5,2,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001302,S01001302,5,8,8,6,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01001303,S01001303,4,7,7,6,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01001304,S01001304,1,8,9,6,9,10,7
http://statistics.gov.scot/id/statistical-geography/S01001305,S01001305,6,3,5,4,5,6,5
http://statistics.gov.scot/id/statistical-geography/S01001306,S01001306,3,2,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001307,S01001307,5,4,3,3,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01001308,S01001308,4,1,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01001309,S01001309,8,2,1,1,4,2,1
http://statistics.gov.scot/id/statistical-geography/S01001310,S01001310,6,2,2,1,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001311,S01001311,4,3,3,5,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01001312,S01001312,4,2,1,1,7,1,1
http://statistics.gov.scot/id/statistical-geography/S01001313,S01001313,3,4,1,1,5,3,2
http://statistics.gov.scot/id/statistical-geography/S01001314,S01001314,7,8,5,4,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01001315,S01001315,7,7,7,6,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01001316,S01001316,4,1,1,2,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01001317,S01001317,8,4,4,5,4,5,5
http://statistics.gov.scot/id/statistical-geography/S01001318,S01001318,8,6,5,4,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01001319,S01001319,8,5,1,3,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01001320,S01001320,5,3,3,2,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01001321,S01001321,1,8,7,6,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01001322,S01001322,1,6,6,5,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01001323,S01001323,4,3,4,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001324,S01001324,7,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01001325,S01001325,6,1,3,3,3,1,2
http://statistics.gov.scot/id/statistical-geography/S01001326,S01001326,4,3,6,5,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01001327,S01001327,6,1,2,3,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001328,S01001328,6,1,3,2,5,1,2
http://statistics.gov.scot/id/statistical-geography/S01001329,S01001329,7,3,3,3,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01001330,S01001330,4,8,9,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01001331,S01001331,6,3,4,4,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01001332,S01001332,6,2,4,5,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01001333,S01001333,6,2,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001334,S01001334,5,1,4,3,3,2,3
http://statistics.gov.scot/id/statistical-geography/S01001335,S01001335,6,2,3,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01001336,S01001336,6,2,5,5,3,5,4
http://statistics.gov.scot/id/statistical-geography/S01001337,S01001337,9,8,8,7,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01001338,S01001338,7,2,2,2,5,1,2
http://statistics.gov.scot/id/statistical-geography/S01001339,S01001339,10,4,5,4,8,4,5
http://statistics.gov.scot/id/statistical-geography/S01001340,S01001340,7,2,3,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01001341,S01001341,9,2,2,4,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01001342,S01001342,10,4,4,3,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01001343,S01001343,9,3,4,3,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01001344,S01001344,8,7,6,5,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01001345,S01001345,10,4,3,2,6,2,3
http://statistics.gov.scot/id/statistical-geography/S01001346,S01001346,5,8,9,6,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01001347,S01001347,3,8,8,9,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01001348,S01001348,6,3,3,3,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01001349,S01001349,1,7,9,7,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01001350,S01001350,4,2,2,2,6,2,2
http://statistics.gov.scot/id/statistical-geography/S01001351,S01001351,7,7,8,7,3,8,8
http://statistics.gov.scot/id/statistical-geography/S01001352,S01001352,9,6,6,6,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01001353,S01001353,4,9,10,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001354,S01001354,7,5,3,3,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01001355,S01001355,7,5,4,4,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01001356,S01001356,5,7,9,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01001357,S01001357,9,5,3,3,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001358,S01001358,5,4,4,3,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01001359,S01001359,8,9,9,9,10,8,10
http://statistics.gov.scot/id/statistical-geography/S01001360,S01001360,9,5,5,3,4,6,5
http://statistics.gov.scot/id/statistical-geography/S01001361,S01001361,6,7,6,5,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01001362,S01001362,4,7,8,6,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01001363,S01001363,10,4,6,3,3,5,5
http://statistics.gov.scot/id/statistical-geography/S01001364,S01001364,7,6,4,5,4,4,5
http://statistics.gov.scot/id/statistical-geography/S01001365,S01001365,4,2,4,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01001366,S01001366,6,9,8,9,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01001367,S01001367,5,7,5,5,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01001368,S01001368,1,8,8,7,8,9,7
http://statistics.gov.scot/id/statistical-geography/S01001369,S01001369,5,3,4,5,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01001370,S01001370,7,8,6,5,10,7,7
http://statistics.gov.scot/id/statistical-geography/S01001371,S01001371,9,5,5,3,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01001372,S01001372,7,5,8,6,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01001373,S01001373,2,7,3,4,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01001374,S01001374,6,6,8,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01001375,S01001375,5,7,8,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01001376,S01001376,9,4,2,2,3,3,2
http://statistics.gov.scot/id/statistical-geography/S01001377,S01001377,5,4,3,4,6,3,4
http://statistics.gov.scot/id/statistical-geography/S01001378,S01001378,8,8,7,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01001379,S01001379,9,5,4,5,6,3,4
http://statistics.gov.scot/id/statistical-geography/S01001380,S01001380,7,4,4,3,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01001381,S01001381,3,6,5,5,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01001382,S01001382,6,2,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01001383,S01001383,8,3,5,5,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01001384,S01001384,3,3,3,3,8,3,3
http://statistics.gov.scot/id/statistical-geography/S01001385,S01001385,7,3,4,4,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01001386,S01001386,5,3,1,2,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01001387,S01001387,3,3,5,5,7,6,5
http://statistics.gov.scot/id/statistical-geography/S01001388,S01001388,5,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01001389,S01001389,3,4,4,3,8,5,4
http://statistics.gov.scot/id/statistical-geography/S01001390,S01001390,2,6,6,6,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01001391,S01001391,2,3,5,6,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01001392,S01001392,7,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01001393,S01001393,3,8,9,7,10,7,8
http://statistics.gov.scot/id/statistical-geography/S01001394,S01001394,7,2,2,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01001395,S01001395,2,4,6,6,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01001396,S01001396,7,3,4,4,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01001397,S01001397,6,1,1,1,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01001398,S01001398,3,9,9,9,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01001399,S01001399,7,1,1,2,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01001400,S01001400,7,1,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01001401,S01001401,8,2,3,3,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01001402,S01001402,4,9,9,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01001403,S01001403,3,8,9,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01001404,S01001404,2,7,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01001405,S01001405,2,8,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001406,S01001406,4,5,7,4,9,8,7
http://statistics.gov.scot/id/statistical-geography/S01001407,S01001407,4,9,7,7,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01001408,S01001408,4,4,4,4,7,4,4
http://statistics.gov.scot/id/statistical-geography/S01001409,S01001409,3,4,5,5,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01001410,S01001410,8,7,7,8,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01001411,S01001411,1,6,7,8,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01001412,S01001412,4,3,3,4,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01001413,S01001413,6,8,10,9,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001414,S01001414,5,5,4,4,6,3,4
http://statistics.gov.scot/id/statistical-geography/S01001415,S01001415,10,5,4,4,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01001416,S01001416,8,4,5,5,5,4,5
http://statistics.gov.scot/id/statistical-geography/S01001417,S01001417,3,8,9,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01001418,S01001418,4,9,8,9,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01001419,S01001419,4,7,7,6,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01001420,S01001420,1,8,9,7,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01001421,S01001421,2,7,6,6,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01001422,S01001422,1,8,10,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01001423,S01001423,6,8,6,6,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01001424,S01001424,7,3,2,3,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01001425,S01001425,5,3,3,3,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01001426,S01001426,6,8,5,6,5,4,6
http://statistics.gov.scot/id/statistical-geography/S01001427,S01001427,3,9,7,9,6,8,8
http://statistics.gov.scot/id/statistical-geography/S01001428,S01001428,6,5,3,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01001429,S01001429,9,6,3,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01001430,S01001430,6,10,9,9,10,8,10
http://statistics.gov.scot/id/statistical-geography/S01001431,S01001431,3,9,7,10,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01001432,S01001432,2,7,8,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01001433,S01001433,5,9,8,9,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01001434,S01001434,6,9,8,9,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01001435,S01001435,6,10,6,8,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01001436,S01001436,3,10,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01001437,S01001437,5,10,7,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01001438,S01001438,5,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001439,S01001439,4,9,9,10,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01001440,S01001440,3,7,7,10,4,9,8
http://statistics.gov.scot/id/statistical-geography/S01001441,S01001441,7,9,7,10,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01001442,S01001442,5,9,8,9,8,10,9
http://statistics.gov.scot/id/statistical-geography/S01001443,S01001443,6,7,7,9,6,8,8
http://statistics.gov.scot/id/statistical-geography/S01001444,S01001444,2,7,8,8,5,8,7
http://statistics.gov.scot/id/statistical-geography/S01001445,S01001445,5,8,8,10,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01001446,S01001446,5,10,8,9,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01001447,S01001447,4,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001448,S01001448,5,7,7,9,5,8,8
http://statistics.gov.scot/id/statistical-geography/S01001449,S01001449,5,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001450,S01001450,7,10,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001451,S01001451,7,10,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001452,S01001452,4,10,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001453,S01001453,3,10,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001454,S01001454,5,9,9,9,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01001455,S01001455,7,9,7,10,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01001456,S01001456,8,10,8,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001457,S01001457,4,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001458,S01001458,6,9,8,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01001459,S01001459,9,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001460,S01001460,5,9,9,8,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001461,S01001461,6,10,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001462,S01001462,9,10,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001463,S01001463,4,9,8,10,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01001464,S01001464,3,10,9,9,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01001465,S01001465,6,10,9,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01001466,S01001466,4,10,9,10,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01001467,S01001467,2,10,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001468,S01001468,3,10,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001469,S01001469,7,10,9,10,8,9,10
http://statistics.gov.scot/id/statistical-geography/S01001470,S01001470,9,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001471,S01001471,5,10,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001472,S01001472,2,10,7,10,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01001473,S01001473,10,10,8,10,9,7,9
http://statistics.gov.scot/id/statistical-geography/S01001474,S01001474,3,6,6,5,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01001475,S01001475,9,10,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01001476,S01001476,6,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01001477,S01001477,2,10,8,10,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01001478,S01001478,5,10,10,10,10,10,10
